id	name	description	categories	primary_category	tier	homepage	homepage_status	repo_url	repo_status	repo_origin	repo_stars	repo_pushed	repo_archived	repo_language	repo_license	tool_type	topics	languages	license	license_source	maturity	cost	registries	citations	citation_note	year	publication	citations_total	citations_papers	publication_title	publication_venue	publication_url	citations_recent	citations_recent_year	pmid	doi	publication_is_preprint	biotools_id	biotools_url	last_update	source	tags	featured
chip-hub	ChIP-Hub	Explores plant regulome by bundling and reanalyzing >10,000 publicly available ChIP-seq datasets from >40 plant species for visualization and meta-analysis	regulatory-elements|peak-calling|peak-annotation|chip-resources	regulatory-elements	core	https://biobigdata.nju.edu.cn/ChIPHub/										Desktop application	Plant biology|Transcription factors and regulatory sites|Epigenomics|ChIP-seq|ChIP-on-chip	R	Not licensed	declared				83		2022	pmid:35701419			ChIP-Hub provides an integrative platform for exploring plant regulome	Nature Communications	https://pubmed.ncbi.nlm.nih.gov/35701419/	15	2025	35701419	10.1038/s41467-022-30770-1	False	chip-hub	https://bio.tools/chip-hub	2024-11-24	bio.tools		
DeepDRIM	DeepDRIM	Deep neural network reconstructing cell-type-specific gene regulatory networks	grn-inference|single-cell	grn-inference	seed																			83		2021	pmid:34424948			DeepDRIM: a deep neural network to reconstruct cell-type-specific gene regulatory network using single-cell RNA-seq data	Briefings in Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/34424948/	23	2025	34424948	10.1093/bib/bbab325	False				curated	literature	
swdmr	SwDMR	swDMR: a sliding window approach to identify differentially methylated regions based on bisulfite sequencing	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	http://code.google.com/p/swdmr/										Command-line tool	Sequencing|Epigenetics	R|Perl	GPL-3.0	declared	Mature			83			pmid:26176536					https://pubmed.ncbi.nlm.nih.gov/26176536/			26176536		False	swdmr	https://bio.tools/swdmr	2024-11-25	bio.tools		
AppleMDO	AppleMDO	Integrates apple transcriptomic and epigenomic datasets to search co-expression networks, functional modules, chromatin states, and enriched epigenetic marks	peak-calling|nucleosome-chromatin	peak-calling	core	http://bioinformatics.cau.edu.cn/AppleMDO/											Epigenomics|ChIP-seq|RNA-Seq|Gene expression|Molecular interactions, pathways and networks							82		2019	pmid:31695717			AppleMDO: A Multi-Dimensional Omics Database for Apple Co-Expression Networks and Chromatin States	Frontiers in Plant Science	https://pubmed.ncbi.nlm.nih.gov/31695717/	5	2025	31695717	10.3389/fpls.2019.01333	False	AppleMDO	https://bio.tools/AppleMDO	2020-12-09	bio.tools		
cuda-meme	CUDA-MEME	Discovers sequence motifs from biological sequences using the MEME algorithm accelerated on a single GPU via CUDA	motif-discovery	motif-discovery	core	https://sites.google.com/site/yongchaosoftware/Home/cuda-meme										Command-line tool	Sequence analysis|Sequence sites, features and motifs	C						82		2010	doi:10.1016/j.patrec.2009.10.009			CUDA–MEME: Accelerating motif discovery in biological sequences using CUDA-enabled graphics processing units	Pattern Recognition Letters	https://doi.org/10.1016/j.patrec.2009.10.009	2	2025		10.1016/j.patrec.2009.10.009	False	cuda-meme	https://bio.tools/cuda-meme	2018-12-10	bio.tools		
dchic	dcHiC	A tool for differential compartment analysis of Hi-C datasets	peak-calling|nucleosome-chromatin|chromatin-3d	peak-calling	core	https://github.com/ay-lab/dcHiC		https://github.com/ay-lab/dcHiC		recorded	74	2024-01-10	False	R	MIT	Library	Epigenetics|DNA|ChIP-seq|Model organisms|Zoology	R	MIT	declared		Free of charge		82		2022	pmid:36369226					https://pubmed.ncbi.nlm.nih.gov/36369226/			36369226		False	dchic	https://bio.tools/dchic	2024-11-24	bio.tools		
flytf	FlyTF	Database of computationally predicted and experimentally verified site-specific transcription factors in Drosophila melanogaster with manual curation and GO annotations	motif-databases|tfbs-prediction|regulatory-elements	motif-databases	core	http://www.mrc-lmb.cam.ac.uk/genomes/FlyTF/old_index.html	dead									Database portal	Transcription factors and regulatory sites|Gene expression|Ontology and terminology|Gene transcripts							82		2009	pmid:19884132			FlyTF: improved annotation and enhanced functionality of the Drosophila transcription factor database	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/19884132/	1	2025	19884132	10.1093/nar/gkp910	False	flytf	https://bio.tools/flytf	2024-11-25	bio.tools		
responsenet	ResponseNet	Reveals signaling and regulatory networks linking genetic and transcriptomic screening data via a minimum-cost flow optimization	grn-inference	grn-inference	core	https://netbio.bgu.ac.il/labwebsite/software/responsenet/										Web API|Web application	Molecular interactions, pathways and networks|Functional, regulatory and non-coding RNA|Transcriptomics|Pathology|Humans		Unlicense	declared	Mature	Free of charge		82		2013	pmid:21576238	106	2	ResponseNet: revealing signaling and regulatory networks linking genetic and transcriptomic screening data	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/21576238/	2	2025	21576238	10.1093/nar/gkr359	False	responsenet	https://bio.tools/responsenet	2024-11-24	bio.tools		
jamm	JAMM	Integrates biological replicates to call peaks and assign accurate enrichment site boundaries from NGS datasets	peak-calling	peak-calling	core	https://github.com/mahmoudibrahim/jamm		https://github.com/mahmoudibrahim/jamm		recorded	30	2020-03-12	False	R	GPL-3.0	Command-line tool	Sequencing|ChIP-seq|Nucleic acids	R|Shell|Perl	GPL-3.0	repository				81		2014	pmid:25223640			JAMM: a peak finder for joint analysis of NGS replicates	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/25223640/	6	2025	25223640	10.1093/bioinformatics/btu568	False	jamm	https://bio.tools/jamm	2024-11-25	bio.tools		
deepblue	DeepBlue Epigenomic Data Server	Provides a programmatic interface for finding, selecting, filtering, summarizing and downloading epigenomic region sets from multiple projects	chip-resources	chip-resources	core	http://deepblue.mpi-inf.mpg.de/										Web API|Web application|Database portal	Epigenomics	R|PHP|Java|Python|C++|JavaScript|Perl	GPL-3.0	declared	Mature	Free of charge		80		2016	pmid:27084938			DeepBlue epigenomic data server: programmatic data retrieval and analysis of epigenome region sets	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/27084938/	3	2025	27084938	10.1093/nar/gkw211	False	deepblue	https://bio.tools/deepblue	2024-11-25	bio.tools		
DROMPA	DROMPA	Peak calling and visualisation for ChIP-seq, built for ease of handling	peak-calling	peak-calling	seed																			80		2013	pmid:23672187			DROMPA: easy‐to‐handle peak calling and visualization software for the computational analysis and validation of ChIP‐seq data	Genes to Cells	https://pubmed.ncbi.nlm.nih.gov/23672187/	5	2025	23672187	10.1111/gtc.12058	False				curated	literature	
gpminer	GPMiner	Identifies promoter regions and annotates regulatory features such as CpG islands, TFBSs, and DNA stability in mammalian gene sequences	tfbs-prediction|regulatory-elements	tfbs-prediction	core	http://gpminer.mbc.nctu.edu.tw/										Web application	Molecular genetics|Transcription factors and regulatory sites|Gene expression	PHP						80		2012	pmid:22369687			GPMiner: an integrated system for mining combinatorial cis-regulatory elements in mammalian gene group	BMC Genomics	https://pubmed.ncbi.nlm.nih.gov/22369687/	2	2025	22369687	10.1186/1471-2164-13-s1-s3	False	gpminer	https://bio.tools/gpminer	2024-11-25	bio.tools		
kapac	KAPAC	Infers regulatory sequence motifs that explain changes in poly(A) site choice from RNA sequencing data	motif-discovery	motif-discovery	core	https://github.com/zavolanlab/PAQR_KAPAC		https://github.com/zavolanlab/PAQR_KAPAC		recorded	8	2021-11-11	False	Python	GPL-2.0	Command-line tool	Oncology|Pathology|RNA-Seq	R|Python	GPL-2.0	declared				80		2018	pmid:29592812			Discovery of physiological and cancer-related regulators of 3′ UTR processing with KAPAC	Genome biology	https://pubmed.ncbi.nlm.nih.gov/29592812/	8	2025	29592812	10.1186/s13059-018-1415-3	False	kapac	https://bio.tools/kapac	2024-11-25	bio.tools		
methylcoder	MethylCoder	Processes bisulfite-treated reads into per-nucleotide methylation context and levels, with analysis and visualization scripts	nucleosome-chromatin|dna-methylation	nucleosome-chromatin	core	https://github.com/brentp/methylcode		https://github.com/brentp/methylcode		recorded	16	2014-01-07	False	C	NOASSERTION	Workflow	Genomics|Sequencing|Epigenetics|Epigenomics	Python|C	BSD-3-Clause	declared	Mature			80		2011	pmid:21724594			MethylCoder: software pipeline for bisulfite-treated sequences	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/21724594/	2	2025	21724594	10.1093/bioinformatics/btr394	False	methylcoder	https://bio.tools/methylcoder	2024-11-25	bio.tools		
MUSIC	MUSIC	Identifies enriched regions in ChIP-seq using a multiscale decomposition	peak-calling	peak-calling	seed																			80		2014	pmid:25292436			MUSIC: identification of enriched regions in ChIP-Seq experiments using a mappability-corrected multiscale signal processing framework	Genome biology	https://pubmed.ncbi.nlm.nih.gov/25292436/	2	2025	25292436	10.1186/s13059-014-0474-3	False				curated	literature	
sapphire	SAPPHIRE	Predicts σ70 promoters in Pseudomonas using a neural network trained on -35 and -10 box sequences	tfbs-prediction|regulatory-elements|grn-inference	tfbs-prediction	core	http://www.biosapphire.com											Transcription factors and regulatory sites|Machine learning|Medical biotechnology|RNA-Seq	Python						80		2020	pmid:32962628			SAPPHIRE: a neural network based classifier for σ70 promoter prediction in Pseudomonas	BMC Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/32962628/	15	2025	32962628	10.1186/s12859-020-03730-z	False	sapphire	https://bio.tools/sapphire	2021-02-11	bio.tools		
cLoops	cLoops	Calls loops from ChIA-PET, Hi-C, HiChIP and Trac-looping data using a clustering algorithm and permuted local background	peak-calling	peak-calling	core	https://github.com/YaqiangCao/cLoops		https://github.com/YaqiangCao/cLoops		recorded	114	2022-05-19	False	Python	MIT	Command-line tool	Transcription factors and regulatory sites|ChIP-seq		MIT	declared				79		2020	pmid:31504161			Accurate loop calling for 3D genomic data with cLoops	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/31504161/	3	2025	31504161	10.1093/bioinformatics/btz651	False	cLoops	https://bio.tools/cLoops	2020-12-16	bio.tools		
decon2	Decon2	Decon2 is a statistical framework for estimating cell counts using molecular profiling such as expression or methylation data from heterogeneous samples (Decon-cell) and consecutive deconvolution of expression quantitative trait loci (Decon-eQTL) into each cell subpopulation.	molecular-qtl|nucleosome-chromatin	molecular-qtl	core	https://github.com/molgenis/systemsgenetics/tree/master/Decon2		https://github.com/molgenis/systemsgenetics		recorded	183	2026-03-11	False	Java	GPL-3.0		RNA-Seq|Gene expression|Cell biology|Epigenetics|Genotype and phenotype	R|Java	GPL-3.0	repository				79			pmid:32532224					https://pubmed.ncbi.nlm.nih.gov/32532224/			32532224		False	decon2	https://bio.tools/decon2	2021-02-22	bio.tools		
motifsearch	MotifSearch	Searches for transcription factor binding sites with criteria like p-value or false-positive rate from negative examples	motif-scanning	motif-scanning	core	http://compbio.cs.princeton.edu/bindsites/										Command-line tool	DNA binding sites|DNA							79		2004	pmid:15297295			Comparative analysis of methods for representing and searching for transcription factor binding sites	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/15297295/	0	2025	15297295	10.1093/bioinformatics/bth438	False	motifsearch	https://bio.tools/motifsearch	2024-11-25	bio.tools		
uropa	UROPA	Annotates genomic ranges from ChIP-seq, ATAC-seq, or other sources using configurable, prioritized queries against reference annotations	peak-calling	peak-calling	core	http://uropa-manual.readthedocs.io/introduction.html		https://github.com/loosolab/UROPA		curated						Command-line tool	Genomics|Sequencing|ChIP-seq	R|Python					pypi	79		2017	pmid:28572580			UROPA: a tool for Universal RObust Peak Annotation	Scientific Reports	https://pubmed.ncbi.nlm.nih.gov/28572580/	16	2025	28572580	10.1038/s41598-017-02464-y	False	uropa	https://bio.tools/uropa	2024-11-25	bio.tools		
cbnplot	CBNplot	Infers Bayesian networks from gene expression data using enrichment analysis results to visualize directed gene regulatory interactions	grn-inference	grn-inference	core	https://cbnplot.com		https://github.com/noriakis/CBNplot		recorded	68	2024-10-02	False	R		Library|Workflow	Gene expression|Molecular interactions, pathways and networks|Literature and language|RNA-Seq	R					bioconductor	78		2022	pmid:35561164			CBNplot: Bayesian network plots for enrichment analysis	Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/35561164/	15	2025	35561164	10.1093/bioinformatics/btac175	False	cbnplot	https://bio.tools/cbnplot	2024-11-24	bio.tools		
pwrEWAS	pwrEWAS	Estimates statistical power for two-group EWAS comparisons of DNA methylation using a semi-parametric simulation approach	tfbs-prediction|nucleosome-chromatin|dna-methylation	tfbs-prediction	extended	https://biostats-shinyr.kumc.edu/pwrEWAS/		https://github.com/stefangraw/pwrEWAS		recorded	8	2021-11-12	False	R		Web service	Epigenetics|Microarray experiment|Transcription factors and regulatory sites	R	Artistic-2.0	declared	Mature	Free of charge		78		2019	pmid:31035919			pwrEWAS: a user-friendly tool for comprehensive power estimation for epigenome wide association studies (EWAS)	BMC Bioinformatics	https://pubmed.ncbi.nlm.nih.gov/31035919/	11	2025	31035919	10.1186/s12859-019-2804-7	False	pwrEWAS	https://bio.tools/pwrEWAS	2024-11-24	bio.tools		
DIRECT-NET	DIRECT-NET	Discovers cis-regulatory elements and builds regulatory networks from single-cell multiome	regulatory-elements|grn-inference	regulatory-elements	seed																			77		2022	pmid:35648859			DIRECT-NET: An efficient method to discover cis-regulatory elements and construct regulatory networks from single-cell multiomics data	Science Advances	https://pubmed.ncbi.nlm.nih.gov/35648859/	24	2025	35648859	10.1126/sciadv.abl7393	False				curated	literature	
HOT	HOT	Identifies high-occupancy target regions from ChIP-seq data and characterizes their sequence features	tfbs-prediction|peak-annotation	tfbs-prediction	core	https://github.com/BIMSBbioinfo/HOT-or-not-examining-the-basis-of-high-occupancy-target-regions		https://github.com/BIMSBbioinfo/HOT-or-not-examining-the-basis-of-high-occupancy-target-regions		recorded	11	2019-06-18	False	R		Script	Transcription factors and regulatory sites|ChIP-seq|Methylated DNA immunoprecipitation	R|Shell	Unlicense	declared	Mature	Free of charge		77		2019	pmid:31114922			HOT or not: examining the basis of high-occupancy target regions	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/31114922/	6	2025	31114922	10.1093/nar/gkz460	False	HOT	https://bio.tools/HOT	2020-06-16	bio.tools		
mod_tools	MoD Tools	Discovers conserved sequence and structure motifs in nucleotide sequences from co-regulated or homologous genes using Weeder, WeederH, and RNAProfile	motif-discovery|tfbs-prediction|regulatory-elements	motif-discovery	core	http://159.149.160.51/modtools/										Web application	Transcription factors and regulatory sites|Gene expression|Gene transcripts|Functional, regulatory and non-coding RNA|Nucleic acid sites, features and motifs							77		2006	pmid:16845071			MoD Tools: regulatory motif discovery in nucleotide sequences from co-regulated or homologous genes	Nucleic Acids Research	https://pubmed.ncbi.nlm.nih.gov/16845071/	0	2025	16845071	10.1093/nar/gkl285	False	mod_tools	https://bio.tools/mod_tools	2024-11-25	bio.tools		
